-0.0001,-0.0010,0.000000
855.2105,1231.1091,0.000000
852.7487,1231.0939,0.000000
850.3955,1231.0794,0.000000
848.0006,1231.0647,0.000000
845.5662,1231.0497,0.000000
843.1401,1231.0347,0.000000
840.8051,1231.0203,0.000000
838.4011,1231.0055,0.000000
857.5607,1231.1236,0.000000
835.9801,1230.9906,0.000000
831.1714,1230.9610,0.000000
828.7887,1230.9463,0.000000
826.3410,1230.9312,0.000000
823.9562,1230.9165,0.000000
821.5843,1230.9019,0.000000
819.1748,1230.8871,0.000000
816.7047,1230.8718,0.000000
814.3463,1230.8573,0.000000
833.5748,1230.9758,0.000000
859.9849,1231.1385,0.000000
862.3697,1231.1532,0.000000
864.7896,1231.1681,0.000000
910.4995,1231.4498,0.000000
908.0686,1231.4348,0.000000
905.6930,1231.4202,0.000000
903.3351,1231.4056,0.000000
900.8250,1231.3902,0.000000
898.4171,1231.3753,0.000000
896.0801,1231.3609,0.000000
893.6336,1231.3459,0.000000
891.2379,1231.3311,0.000000
888.8218,1231.3162,0.000000
886.4442,1231.3016,0.000000
883.9934,1231.2865,0.000000
881.6335,1231.2719,0.000000
879.2137,1231.2570,0.000000
876.8061,1231.2422,0.000000
874.4101,1231.2274,0.000000
872.0497,1231.2129,0.000000
869.5760,1231.1976,0.000000
867.1738,1231.1828,0.000000
811.9147,1230.8423,0.000000
809.5005,1230.8274,0.000000
807.1428,1230.8129,0.000000
804.7603,1230.7982,0.000000
747.0832,1230.4428,0.000000
744.6766,1230.4280,0.000000
742.2276,1230.4129,0.000000
739.8345,1230.3982,0.000000
737.4044,1230.3832,0.000000
735.0981,1230.3690,0.000000
732.6491,1230.3539,0.000000
730.3079,1230.3395,0.000000
727.8311,1230.3242,0.000000
725.4269,1230.3094,0.000000
723.0311,1230.2946,0.000000
720.6042,1230.2797,0.000000
718.2416,1230.2651,0.000000
715.7927,1230.2500,0.000000
713.4106,1230.2353,0.000000
711.0307,1230.2207,0.000000
708.6145,1230.2058,0.000000
706.1836,1230.1908,0.000000
703.8281,1230.1763,0.000000
749.4480,1230.4574,0.000000
912.8575,1231.4643,0.000000
751.8851,1230.4724,0.000000
756.6722,1230.5019,0.000000
802.3146,1230.7832,0.000000
799.9379,1230.7685,0.000000
797.5280,1230.7537,0.000000
